"ref_area.label","source.label","indicator.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-08): 9. Elementary occupations","Currency: U.S. dollars","2022",143.938,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-08): Total","Currency: U.S. dollars","2022",182.693,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-08): 1. Managers","Currency: U.S. dollars","2022",571.758,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-08): 2. Professionals","Currency: U.S. dollars","2022",304.626,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-08): 3. Technicians and associate professionals","Currency: U.S. dollars","2022",197.101,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-08): 4. Clerical support workers","Currency: U.S. dollars","2022",225.592,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-08): 5. Service and sales workers","Currency: U.S. dollars","2022",106.958,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2022",101.252,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-08): 7. Craft and related trades workers","Currency: U.S. dollars","2022",111.262,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","Currency: U.S. dollars","2022",119.574,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-08): 9. Elementary occupations","Currency: U.S. dollars","2022",76.963,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): Total","Currency: U.S. dollars","2020",229.921,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 1. Legislators, senior officials and managers","Currency: U.S. dollars","2020",516.568,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 2. Professionals","Currency: U.S. dollars","2020",410.533,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 3. Technicians and associate professionals","Currency: U.S. dollars","2020",299.32,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 4. Clerks","Currency: U.S. dollars","2020",268.786,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 5. Service workers and shop and market sales workers","Currency: U.S. dollars","2020",169.292,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 6. Skilled agricultural and fishery workers","Currency: U.S. dollars","2020",162.705,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 7. Craft and related trades workers","Currency: U.S. dollars","2020",173.236,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 8. Plant and machine operators and assemblers","Currency: U.S. dollars","2020",180.503,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 9. Elementary occupations","Currency: U.S. dollars","2020",113.762,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): X. Not elsewhere classified","Currency: U.S. dollars","2020",279.863,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): Total","Currency: U.S. dollars","2020",248.703,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 1. Legislators, senior officials and managers","Currency: U.S. dollars","2020",529.785,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 2. Professionals","Currency: U.S. dollars","2020",441.588,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 3. Technicians and associate professionals","Currency: U.S. dollars","2020",354.149,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 4. Clerks","Currency: U.S. dollars","2020",278.296,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 5. Service workers and shop and market sales workers","Currency: U.S. dollars","2020",185.292,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 6. Skilled agricultural and fishery workers","Currency: U.S. dollars","2020",168.571,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 7. Craft and related trades workers","Currency: U.S. dollars","2020",182.775,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 8. Plant and machine operators and assemblers","Currency: U.S. dollars","2020",184.206,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 9. Elementary occupations","Currency: U.S. dollars","2020",139.063,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): X. Not elsewhere classified","Currency: U.S. dollars","2020",287.54,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): Total","Currency: U.S. dollars","2020",172.471,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 1. Legislators, senior officials and managers","Currency: U.S. dollars","2020",421.174,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 2. Professionals","Currency: U.S. dollars","2020",343.292,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 3. Technicians and associate professionals","Currency: U.S. dollars","2020",220.195,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 4. Clerks","Currency: U.S. dollars","2020",231.946,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 5. Service workers and shop and market sales workers","Currency: U.S. dollars","2020",109.173,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 6. Skilled agricultural and fishery workers","Currency: U.S. dollars","2020",109.454,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 7. Craft and related trades workers","Currency: U.S. dollars","2020",102.645,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 8. Plant and machine operators and assemblers","Currency: U.S. dollars","2020",113.93,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 9. Elementary occupations","Currency: U.S. dollars","2020",75.608,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): X. Not elsewhere classified","Currency: U.S. dollars","2020",236.853,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): Total","Currency: U.S. dollars","2019",224.358,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 1. Legislators, senior officials and managers","Currency: U.S. dollars","2019",499.183,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 2. Professionals","Currency: U.S. dollars","2019",381.66,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 3. Technicians and associate professionals","Currency: U.S. dollars","2019",298.958,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 4. Clerks","Currency: U.S. dollars","2019",275.363,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 5. Service workers and shop and market sales workers","Currency: U.S. dollars","2019",158.895,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 6. Skilled agricultural and fishery workers","Currency: U.S. dollars","2019",156.872,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 7. Craft and related trades workers","Currency: U.S. dollars","2019",167.746,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 8. Plant and machine operators and assemblers","Currency: U.S. dollars","2019",178.528,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 9. Elementary occupations","Currency: U.S. dollars","2019",113.885,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): X. Not elsewhere classified","Currency: U.S. dollars","2019",214.413,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): Total","Currency: U.S. dollars","2019",241.658,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 1. Legislators, senior officials and managers","Currency: U.S. dollars","2019",498.349,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 2. Professionals","Currency: U.S. dollars","2019",411.552,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 3. Technicians and associate professionals","Currency: U.S. dollars","2019",352.991,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 4. Clerks","Currency: U.S. dollars","2019",282.327,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 5. Service workers and shop and market sales workers","Currency: U.S. dollars","2019",177.162,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 6. Skilled agricultural and fishery workers","Currency: U.S. dollars","2019",171.83,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 7. Craft and related trades workers","Currency: U.S. dollars","2019",181.239,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 8. Plant and machine operators and assemblers","Currency: U.S. dollars","2019",181.09,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 9. Elementary occupations","Currency: U.S. dollars","2019",139.401,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): X. Not elsewhere classified","Currency: U.S. dollars","2019",231.913,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): Total","Currency: U.S. dollars","2019",172.548,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 1. Legislators, senior officials and managers","Currency: U.S. dollars","2019",503.458,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 2. Professionals","Currency: U.S. dollars","2019",321.803,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 3. Technicians and associate professionals","Currency: U.S. dollars","2019",214.572,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 4. Clerks","Currency: U.S. dollars","2019",250.081,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 5. Service workers and shop and market sales workers","Currency: U.S. dollars","2019",100.922,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 6. Skilled agricultural and fishery workers","Currency: U.S. dollars","2019",89.981,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 7. Craft and related trades workers","Currency: U.S. dollars","2019",83.444,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 8. Plant and machine operators and assemblers","Currency: U.S. dollars","2019",116.159,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 9. Elementary occupations","Currency: U.S. dollars","2019",72.299,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): X. Not elsewhere classified","Currency: U.S. dollars","2019",176.907,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Other","Occupation (ISCO-88): Total","Currency: U.S. dollars","2019",605.583,"Unreliable",,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): Total","Currency: U.S. dollars","2018",229.26,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 1. Legislators, senior officials and managers","Currency: U.S. dollars","2018",474.633,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 2. Professionals","Currency: U.S. dollars","2018",408.456,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 3. Technicians and associate professionals","Currency: U.S. dollars","2018",303.289,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 4. Clerks","Currency: U.S. dollars","2018",272.641,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 5. Service workers and shop and market sales workers","Currency: U.S. dollars","2018",157.26,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 6. Skilled agricultural and fishery workers","Currency: U.S. dollars","2018",142.661,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 7. Craft and related trades workers","Currency: U.S. dollars","2018",166.827,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 8. Plant and machine operators and assemblers","Currency: U.S. dollars","2018",173.98,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): 9. Elementary occupations","Currency: U.S. dollars","2018",115.521,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Total","Occupation (ISCO-88): X. Not elsewhere classified","Currency: U.S. dollars","2018",107.449,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): Total","Currency: U.S. dollars","2018",245.848,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 1. Legislators, senior officials and managers","Currency: U.S. dollars","2018",480.025,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 2. Professionals","Currency: U.S. dollars","2018",446.797,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 3. Technicians and associate professionals","Currency: U.S. dollars","2018",349.607,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 4. Clerks","Currency: U.S. dollars","2018",279.444,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 5. Service workers and shop and market sales workers","Currency: U.S. dollars","2018",177.188,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 6. Skilled agricultural and fishery workers","Currency: U.S. dollars","2018",158.778,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 7. Craft and related trades workers","Currency: U.S. dollars","2018",176.235,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 8. Plant and machine operators and assemblers","Currency: U.S. dollars","2018",175.884,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): 9. Elementary occupations","Currency: U.S. dollars","2018",138.961,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Male","Occupation (ISCO-88): X. Not elsewhere classified","Currency: U.S. dollars","2018",164.144,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): Total","Currency: U.S. dollars","2018",173.441,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 1. Legislators, senior officials and managers","Currency: U.S. dollars","2018",438.644,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 2. Professionals","Currency: U.S. dollars","2018",319.758,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
"India","LFS - Periodic Labour Force Survey","Average monthly earnings of employees by sex and occupation","Sex: Female","Occupation (ISCO-88): 3. Technicians and associate professionals","Currency: U.S. dollars","2018",225.835,,,"Currency: IND - Indian rupee (INR)","Repository: ILO-STATISTICS - Micro data processing"
